idx,transaction_id,user_id,transaction_date,product_category,product_name,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,payment_method,transaction_status,merchant_id,device_type,location,USD
2780,9012c0e5-1468-4296-8bde-fe1ac7474485,USER__088,2024-12-23,Food Delivery,Masala Dosa,Swiggy,3483.87,16.02,34.71,470,Bank Transfer,Successful,MERCH_0157,Android,Urban,41.99868
2781,035e4aab-fce1-4aa1-8a90-3c0400a621bb,USER__099,2024-12-14,Internet Bill,Business Internet Plan,Jio Fiber,4071.61,24.26,50.58,439,Wallet Balance,Successful,MERCH_0286,iOS,Suburban,49.15044
2782,57d17db8-88be-4ff4-bfc3-3496f20d8d50,USER__082,2025-01-03,Bus Ticket,Non-AC Seater,Goibibo,8154.56,32.31,82.19,287,UPI,Successful,MERCH_0576,Android,Urban,98.24244000000002
2783,ac4213fc-37ca-46b3-b575-1e9adfaf0429,USER__175,2024-11-15,Movie Ticket,PK,Cinepolis,6903.3,14.87,3.23,614,Bank Transfer,Successful,MERCH_0602,iOS,Suburban,83.01804
2784,6f7e1ad6-6881-48e7-95e5-5efd7aaea6d4,USER__061,2024-11-26,Gas Bill,Auto LPG,Indraprastha Gas,170.61,34.4,0.16,769,Wallet Balance,Successful,MERCH_0143,Android,Urban,2.4601200000000003
2785,67f2cb29-aaca-4e06-a965-e7602a825293,USER__030,2024-09-21,Gas Bill,Domestic LPG Cylinder,Bharat Gas,6851.39,37.48,68.38,680,Debit Card,Successful,MERCH_0451,iOS,Suburban,82.66644
2786,fe5c19f7-ba5c-4c5f-bd84-1a048007f82e,USER__113,2024-12-28,Electricity Bill,Temporary Connection Bill,BSES,9038.29,38.48,53.87,539,UPI,Successful,MERCH_0396,Web,Urban,108.92124000000001
2787,cdc09eb3-cf6b-4a70-8828-6512a2bf622d,USER__082,2025-01-02,Food Delivery,Vegetable Biryani,Foodpanda,9013.02,3.69,30.66,125,UPI,Successful,MERCH_0042,Android,Urban,108.20052000000001
2788,3714d333-8ac9-4d63-9403-f148d636cc71,USER__194,2024-11-03,Gas Bill,Commercial Gas Connection,Indraprastha Gas,8372.32,47.21,17.09,553,Credit Card,Successful,MERCH_0385,Android,Urban,101.03435999999999
2789,e7549123-5c4a-45d7-bc72-a2ca73626896,USER__037,2024-11-07,Food Delivery,Vegetable Biryani,Swiggy,6181.74,8.09,71.11,951,Wallet Balance,Successful,MERCH_0809,iOS,Urban,74.27796000000001
2790,fa1abe81-78ea-4c13-80b5-64cd6e22c463,USER__022,2024-09-08,Water Bill,Tanker Supply,Bangalore Water Supply,6030.32,34.33,48.01,393,Credit Card,Successful,MERCH_0211,Android,Urban,72.7758
2791,72c7d5ec-bdad-4032-a113-7e553cc247c1,USER__185,2024-11-03,Internet Bill,Student Special Plan,Hathway,2619.8,37.59,51.13,105,Credit Card,Successful,MERCH_0836,Web,Urban,31.888680000000004
2792,14c38421-93ec-4755-85ea-bb28dd4ed554,USER__195,2024-10-25,Insurance Premium,Motor Insurance,Max Life,9441.23,40.73,98.8,409,Credit Card,Successful,MERCH_0427,iOS,Suburban,113.78352
2793,641b59c5-3b06-4c26-8346-f7018077642d,USER__038,2024-12-31,Hotel Booking,Villa,Treebo,7200.58,6.81,52.11,369,UPI,Successful,MERCH_0149,Android,Urban,86.48868
2794,8f09c676-ec04-4869-8b7c-ce63907c1a78,USER__103,2024-10-12,Bus Ticket,Semi-Sleeper,MakeMyTrip Bus,5178.26,37.14,18.59,150,Debit Card,Successful,MERCH_0852,Android,Urban,62.58480000000001
2795,c3ead71a-d890-46f5-b214-263d480e9d88,USER__010,2024-12-09,Electricity Bill,Commercial Bill,Tata Power,6740.61,19.71,69.83,966,Credit Card,Successful,MERCH_0209,iOS,Suburban,81.12384
2796,15d2457b-1106-4ab7-a56e-40ae17726a69,USER__076,2024-11-15,Hotel Booking,Service Apartment,MakeMyTrip,5829.5,46.92,21.58,378,Credit Card,Successful,MERCH_0086,Android,Urban,70.51704000000001
2797,9078485e-a8fe-47c8-b599-812506d1edcd,USER__185,2024-12-02,Mobile Recharge,Annual Plan 2999,Airtel,6725.69,18.79,90.44,253,Wallet Balance,Successful,MERCH_0587,iOS,Urban,80.93375999999999
2798,fae33a4e-1bfe-455f-8c00-047fd7521043,USER__104,2024-12-06,Education Fee,Python Programming Course,Vedantu,9096.53,20.56,84.62,134,UPI,Successful,MERCH_0659,iOS,Rural,109.40508
2799,3841c92b-b97c-4c00-984b-c0bfb75f4f5c,USER__192,2024-11-20,Education Fee,MBA Entrance Prep,Vedantu,7579.06,47.34,28.31,241,Wallet Balance,Successful,MERCH_0835,Android,Urban,91.5168
2800,3125feb9-0032-44c5-bbd6-655ad89a7f54,USER__019,2024-09-04,Gift Card,Rs. 1000 Shopping Voucher,Flipkart,650.94,27.82,88.11,966,Credit Card,Successful,MERCH_0334,iOS,Rural,8.145120000000002
2801,6956b8dc-9c89-4a11-8d1e-cfb77a530ab8,USER__120,2024-11-06,Flight Booking,Delhi to Mumbai,MakeMyTrip,1953.35,11.33,75.31,349,UPI,Successful,MERCH_0790,Android,Urban,23.576159999999998
2802,547f173c-d55e-4667-b8aa-f29db08c69ba,USER__012,2024-10-07,Internet Bill,Broadband 50Mbps Plan,Hathway,4899.77,38.46,94.07,162,Bank Transfer,Successful,MERCH_0065,Android,Urban,59.25876000000001
2803,18cb003e-a2ef-4002-9ed9-76a61d203da5,USER__001,2024-12-09,Online Shopping,Laptop Backpack,Snapdeal,5035.47,12.53,51.85,705,Credit Card,Successful,MERCH_0029,Android,Urban,60.576
2804,8405e2a0-84f0-4340-a44f-7f60e7c039fb,USER__101,2024-10-20,Grocery Shopping,Whole Wheat Atta,BigBasket,4899.12,9.35,53.19,459,Debit Card,Successful,MERCH_0133,Android,Suburban,58.90164000000001
2805,9d2b13d5-54f2-45e3-b606-1418b7fb27dc,USER__069,2024-12-26,Taxi Fare,Share Ride,Jugnoo,794.4,27.29,8.36,962,Wallet Balance,Successful,MERCH_0950,Web,Urban,9.86028
2806,1829e0f3-813c-45b4-9d86-4bb42c2bda0c,USER__124,2024-09-24,Water Bill,Commercial Property,Chennai Metro Water,2233.62,37.07,83.77,347,Debit Card,Successful,MERCH_0238,Android,Suburban,27.24828
2807,274dcc21-996d-41aa-ade3-c5f862b022ce,USER__021,2024-10-23,Rent Payment,2BHK Flat Deposit,OYO Life,5761.63,9.6,64.09,927,Bank Transfer,Successful,MERCH_0961,iOS,Urban,69.25476
2808,591d6985-16cc-4205-a6de-5cfbb967e45b,USER__074,2025-01-02,Movie Ticket,Avengers: Endgame,PVR Cinemas,8464.0,21.43,87.66,412,UPI,Successful,MERCH_0892,iOS,Urban,101.82516000000001
2809,4b1df3a9-cc89-4ff2-94d8-d7d90f1c92da,USER__063,2024-12-11,Hotel Booking,Villa,Treebo,2153.4,4.04,71.17,950,UPI,Successful,MERCH_0860,Android,Suburban,25.889280000000003
2810,77eb47a3-1e07-41a1-8cb4-5dd4002a59b5,USER__078,2024-10-08,Mobile Recharge,Prepaid Plan 399,BSNL,6038.96,36.28,62.97,994,Credit Card,Successful,MERCH_0345,Web,Suburban,72.90288
2811,d546f3ce-d7f3-4eb7-a866-43eb5b0f3c8e,USER__102,2024-12-07,Grocery Shopping,Refined Sunflower Oil,Grofers,3338.5,22.63,53.33,538,UPI,Successful,MERCH_0221,Android,Urban,40.333560000000006
2812,53c7ba7c-8ab2-41d5-970f-5254d97cf2f8,USER__023,2024-12-05,Bus Ticket,Non-AC Seater,RedBus,1327.83,14.79,75.86,579,Debit Card,Successful,MERCH_0535,Android,Urban,16.111439999999998
2813,35098c21-1943-42f9-9b5c-4edcd8ab6fcf,USER__149,2024-09-18,Education Fee,Python Programming Course,Vedantu,5177.35,31.29,79.01,129,Debit Card,Successful,MERCH_0447,Android,Suburban,62.50368
2814,fe073953-9f77-4e7e-b04d-97086536cc9b,USER__001,2025-01-03,Insurance Premium,Term Life Policy,HDFC Life,6414.01,3.56,24.74,784,Debit Card,Successful,MERCH_0575,iOS,Urban,77.01084000000002
2815,508bc510-ea54-47c6-bf7f-9395edacc5df,USER__198,2024-10-15,Insurance Premium,Health Insurance,Max Life,6011.13,23.15,19.66,824,UPI,Successful,MERCH_0813,Web,Urban,72.41136
2816,521b1ca4-2a3d-4ad9-b109-4a8be1dcee03,USER__085,2024-09-07,Education Fee,Python Programming Course,Unacademy,3877.34,14.07,35.71,854,Bank Transfer,Successful,MERCH_0305,Android,Urban,46.696920000000006
2817,3ac49894-3289-4342-9931-abcfafa87c86,USER__061,2024-09-02,Rent Payment,1BHK Apartment Rent,NoBroker,2593.37,48.97,53.01,383,Credit Card,Successful,MERCH_0823,iOS,Urban,31.708079999999995
2818,297114fb-c53c-4b51-8983-dcec9cd7c9e3,USER__065,2024-11-09,Mobile Recharge,Prepaid Plan 399,Idea,686.9,20.81,85.22,255,Credit Card,Successful,MERCH_0017,Android,Suburban,8.492519999999999
2819,3ca59b63-71ab-4d5c-b491-5d079df9f8b8,USER__062,2024-11-21,Insurance Premium,Motor Insurance,LIC,3300.42,0.38,41.73,509,Wallet Balance,Successful,MERCH_0597,iOS,Rural,39.6096
2820,88748055-ac6e-4859-8ce1-e363b6569f6a,USER__069,2024-09-29,Bus Ticket,Semi-Sleeper,Goibibo,2964.91,40.41,83.89,779,Wallet Balance,Successful,MERCH_0406,iOS,Urban,36.06384
2821,be40abcc-0e95-4ef0-82c1-cf57a567e7ae,USER__001,2024-11-30,Gift Card,Rs. 2000 Gift Voucher,Flipkart,5807.42,46.6,85.94,164,Credit Card,Successful,MERCH_0954,iOS,Suburban,70.24824000000001
2822,0c164927-a7cc-4188-9f62-e2fc4df1ea26,USER__186,2024-10-04,Insurance Premium,Health Insurance,Max Life,7306.43,28.36,25.21,980,Wallet Balance,Successful,MERCH_0736,Android,Suburban,88.01748
2823,2da7545d-e760-47f6-9f5a-71c41fc567b7,USER__096,2024-10-24,Education Fee,IELTS Training,BYJU'S,2840.44,11.93,68.39,19,Credit Card,Successful,MERCH_0727,iOS,Rural,34.22844
2824,5cbc4a67-f292-48fc-b611-fce18494223b,USER__010,2024-11-06,Taxi Fare,Airport Transfer,Ola,7432.42,45.67,70.36,291,Credit Card,Successful,MERCH_0830,Android,Urban,89.73708
2826,db528bd5-0969-4fc5-87e0-7bab01980de2,USER__050,2024-10-31,Gift Card,Rs. 1000 Shopping Voucher,Lifestyle,5023.52,7.45,48.39,671,Debit Card,Successful,MERCH_0661,Android,Urban,60.371640000000006
2827,81c10a2f-414a-43f4-8e2c-4fdb046b8654,USER__100,2024-11-09,Gas Bill,Commercial Gas Connection,Bharat Gas,68.91,41.75,32.61,794,Credit Card,Successful,MERCH_0846,iOS,Urban,1.32792
2828,24ce3986-9957-437c-9b32-cf0fda65c1c3,USER__181,2024-09-20,Gas Bill,Piped Natural Gas,Gujarat Gas,1754.64,38.31,27.99,723,UPI,Successful,MERCH_0554,iOS,Urban,21.5154
2829,e7093445-ec84-4834-8ba2-7a26c16149a4,USER__056,2024-09-03,Bus Ticket,Semi-Sleeper,AbhiBus,8966.82,0.41,42.97,174,Bank Transfer,Successful,MERCH_0140,iOS,Urban,107.60676
2830,2a6ebcd5-bc95-4ff3-8955-5dba49fdd410,USER__091,2024-12-30,Water Bill,Borewell Charges,Bangalore Water Supply,7698.34,11.47,57.95,609,Wallet Balance,Successful,MERCH_0390,Web,Urban,92.51772000000001
2831,05812473-ebff-48ba-846c-9f646467a0f0,USER__010,2024-12-06,Hotel Booking,Suite,Treebo,7626.32,11.43,73.22,753,Bank Transfer,Successful,MERCH_0792,iOS,Suburban,91.653
2832,9a6304a4-93c9-4fee-bc45-b41463c48808,USER__188,2024-12-05,Food Delivery,Vegetable Biryani,Foodpanda,5399.76,43.43,54.2,641,Bank Transfer,Successful,MERCH_0667,Android,Rural,65.31828
2833,ed7814f3-02f1-4c82-a635-efddf9fdb99d,USER__119,2024-12-19,Loan Repayment,Home Loan EMI,Bajaj Finserv,3228.1,9.36,71.62,917,UPI,Successful,MERCH_0040,Android,Urban,38.84952
2834,49a11554-593e-4a18-9e4c-601977e0afbd,USER__183,2024-12-29,Streaming Service,Family Subscription,Netflix,8170.9,41.52,41.34,731,UPI,Successful,MERCH_0872,Android,Suburban,98.54904
2837,e4c945a1-7341-40a6-93f1-811f99235379,USER__013,2025-01-09,Education Fee,MBA Entrance Prep,Unacademy,5556.83,25.21,17.18,498,Wallet Balance,Successful,MERCH_0796,iOS,Urban,66.98448
2838,ff3b2c3d-9a0d-4f65-b9ab-610063f21be5,USER__192,2024-10-18,Food Delivery,Masala Dosa,Swiggy,8010.26,41.93,15.72,506,Wallet Balance,Successful,MERCH_0721,Android,Suburban,96.62628000000001
2839,87926a0c-0918-400c-84a4-33b9a8bfbf1f,USER__025,2024-10-04,Flight Booking,Pune to Goa,Yatra,2358.62,48.58,5.98,31,UPI,Successful,MERCH_0013,Android,Urban,28.8864
2840,6682cb76-70a0-4821-8227-96fc369431c3,USER__022,2024-09-05,Education Fee,Data Science Bootcamp,Udemy,6800.22,42.34,76.16,498,Debit Card,Successful,MERCH_0598,Android,Suburban,82.11072
2841,82df4cbc-07ae-4e9b-8ecd-de8ce138124f,USER__157,2024-10-25,Insurance Premium,Health Insurance,SBI Life,9710.95,43.34,47.58,58,Wallet Balance,Successful,MERCH_0194,Android,Suburban,117.05148000000001
2842,85457690-35bb-44b6-a2db-0a6383788ba2,USER__060,2024-10-11,Streaming Service,Basic Plan,Netflix,9489.48,39.13,88.86,353,Credit Card,Successful,MERCH_0031,Android,Urban,114.34331999999999
2843,da55e96e-8feb-4ffe-9dcf-cee195a9e3a3,USER__088,2024-10-26,Loan Repayment,Car Loan Installment,ICICI Bank,8469.26,12.76,93.07,332,Credit Card,Successful,MERCH_0498,iOS,Urban,101.78424000000001
2844,a7c2ccbd-54e1-42b0-9d0d-c2f154a07342,USER__155,2024-12-16,Water Bill,Residential Connection,Delhi Jal Board,1377.83,44.75,58.9,322,UPI,Successful,MERCH_0276,iOS,Urban,17.07096
2845,f8318f7f-fadd-4029-86e4-b254886abf09,USER__167,2024-12-18,Movie Ticket,3 Idiots,INOX,627.23,33.01,17.97,661,Bank Transfer,Successful,MERCH_0881,iOS,Urban,7.92288
2846,64f4ffd5-8f80-4ef0-b863-5afc7c6c2d37,USER__108,2024-12-30,Taxi Fare,Rental Package,Uber,3031.17,39.22,67.27,207,Credit Card,Successful,MERCH_0597,Android,Urban,36.84468
2847,4d87a953-a49b-4a90-8e04-9d14ef65cda1,USER__200,2024-11-14,Electricity Bill,Agricultural Bill,Reliance Energy,7030.42,15.2,13.06,293,UPI,Successful,MERCH_0744,Android,Urban,84.54744
2848,72232993-6570-4c9c-9d18-04206a489f2e,USER__040,2025-01-09,Gas Bill,Auto LPG,Mahanagar Gas,5252.05,29.1,46.72,948,Credit Card,Successful,MERCH_0180,Android,Urban,63.37380000000001
2850,f1f00a41-ea22-4e6f-849b-dcd5b6113334,USER__059,2024-10-15,Mobile Recharge,Prepaid Plan 399,BSNL,6439.89,11.01,32.0,169,UPI,Successful,MERCH_0402,iOS,Urban,77.41080000000001
2851,947e0176-bc2d-4472-9e9c-a0126096b3a4,USER__170,2024-11-28,Food Delivery,Masala Dosa,Foodpanda,7499.19,45.25,72.61,785,Debit Card,Successful,MERCH_0880,Android,Suburban,90.53327999999999
2852,f7c97f22-f516-4570-adb7-f8585969883e,USER__088,2024-10-21,Streaming Service,Family Subscription,Amazon Prime,8989.8,2.57,51.28,590,Bank Transfer,Successful,MERCH_0804,Android,Urban,107.90843999999998
2853,11f6179c-9e7c-4104-b6f7-e936a336f352,USER__156,2024-09-30,Food Delivery,Masala Dosa,Domino's,1535.44,15.38,79.36,600,Bank Transfer,Successful,MERCH_0081,iOS,Urban,18.609840000000002
2854,5658b6a4-b00f-4d6c-9342-a49146964e81,USER__165,2024-11-03,Food Delivery,Pizza Margherita,Uber Eats,5182.7,41.49,82.86,262,Wallet Balance,Successful,MERCH_0868,Android,Urban,62.690279999999994
2856,22c18578-970e-4097-b506-884bf6a395ba,USER__139,2024-11-27,Gaming Credits,1000 Game Coins,Call of Duty Mobile,7758.49,0.82,85.52,99,Debit Card,Successful,MERCH_0460,Android,Rural,93.11171999999999
2857,283efc35-6bbc-4a81-878d-da99348b7f33,USER__108,2024-12-08,Water Bill,Residential Connection,Hyderabad Water Board,1160.47,26.48,22.47,672,Debit Card,Successful,MERCH_0870,iOS,Suburban,14.243400000000001
2858,5ed89521-499c-4822-81e9-5891f2f7bdec,USER__110,2024-12-09,Online Shopping,Fitness Tracker,Flipkart,5901.48,7.12,51.71,901,Bank Transfer,Successful,MERCH_0173,iOS,Urban,70.9032
2859,eb70c32d-5834-4c92-bb6f-0ea266fbf8ce,USER__168,2024-10-19,Hotel Booking,Villa,Airbnb,1110.66,23.67,89.68,649,Debit Card,Successful,MERCH_0619,iOS,Urban,13.611960000000002
2860,c3ccb581-6567-4bba-bb52-cf5ea6dff736,USER__151,2024-09-28,Streaming Service,Basic Plan,SonyLIV,1748.93,0.6,2.89,117,UPI,Successful,MERCH_0858,iOS,Suburban,20.99436
2861,22bf310f-655c-4271-a259-a10019f1fa7e,USER__164,2024-11-17,Food Delivery,Butter Chicken,Uber Eats,7179.11,3.77,23.97,859,Bank Transfer,Successful,MERCH_0966,Android,Urban,86.19456000000001
2862,6585e407-ebe4-4b15-9f5b-879da52e2c28,USER__169,2024-10-31,Movie Ticket,3 Idiots,Carnival Cinemas,3272.39,41.74,68.48,902,Bank Transfer,Successful,MERCH_0344,iOS,Urban,39.76956
2863,4df75192-4daf-472f-8b92-4d6a4cb8e61c,USER__027,2024-09-01,Taxi Fare,Share Ride,Rapido,4352.6,35.96,25.15,689,UPI,Successful,MERCH_0525,iOS,Urban,52.66272000000001
2864,78dcf1ee-764f-47ce-b54b-d45372d458ee,USER__122,2024-11-02,Food Delivery,Pizza Margherita,Uber Eats,5443.86,21.6,57.04,936,Debit Card,Successful,MERCH_0828,iOS,Urban,65.58552
2865,9d530153-e8f9-4e9e-9e31-2e7bbc553205,USER__082,2024-10-15,Movie Ticket,Avengers: Endgame,SPI Cinemas,6919.06,10.23,65.83,382,Bank Transfer,Successful,MERCH_0104,Android,Rural,83.15148
2866,a2d73631-eaca-4882-a50e-fc653555fbcd,USER__099,2024-11-19,Taxi Fare,City Ride,Uber,2568.51,27.16,77.5,58,Credit Card,Successful,MERCH_0214,Android,Urban,31.14804
2867,5a892045-3787-4da3-b6a8-abe24fc32c15,USER__118,2024-09-09,Electricity Bill,Commercial Bill,CESC,6690.47,29.89,35.99,107,UPI,Successful,MERCH_0321,iOS,Urban,80.64432000000001
2868,06a97939-7cf3-4179-a243-ee1e08656ae2,USER__123,2024-10-10,Water Bill,Residential Connection,Hyderabad Water Board,9447.65,8.99,61.61,775,UPI,Successful,MERCH_0718,Android,Urban,113.47968
2869,fe9eddb5-54db-4723-9a57-9dbe92c6d80a,USER__091,2024-10-22,Taxi Fare,City Ride,Ola,7849.3,22.72,68.89,490,Bank Transfer,Successful,MERCH_0300,Android,Urban,94.46424
2870,1073942b-2537-4f21-9921-48f8fb366a33,USER__082,2024-10-26,Online Shopping,Smart LED TV,Nykaa,1951.27,40.98,45.69,566,Credit Card,Successful,MERCH_0222,Web,Urban,23.907
2871,145b76ec-9ed7-4321-a9bb-6fc021bb50c6,USER__019,2024-09-19,Education Fee,MBA Entrance Prep,Unacademy,4429.35,47.36,51.83,703,Bank Transfer,Successful,MERCH_0194,Android,Urban,53.72052
2872,1a620e47-3c43-44aa-948a-ea7dee0259e9,USER__064,2024-10-25,Loan Repayment,Personal Loan Payment,HDFC Bank,3953.88,29.55,29.9,703,Bank Transfer,Successful,MERCH_0609,Android,Urban,47.80116
2874,393bbb3d-f81c-46e5-9056-6d53b2fd6794,USER__178,2024-11-19,Loan Repayment,Personal Loan Payment,Bajaj Finserv,5062.78,36.34,88.88,180,Debit Card,Successful,MERCH_0406,Android,Urban,61.18944
2875,3b3dc05d-9b04-4aee-b76d-9233e074c842,USER__109,2024-12-05,Flight Booking,Ahmedabad to Jaipur,Ixigo,2721.19,14.72,94.93,106,Bank Transfer,Successful,MERCH_0525,Android,Urban,32.83092
2876,0acfff93-37f2-424b-b418-060d676f9e90,USER__119,2024-09-01,Insurance Premium,Health Insurance,ICICI Prudential,4336.61,12.56,68.66,441,Debit Card,Successful,MERCH_0394,iOS,Urban,52.19004
2877,b42358bc-bd77-40d6-8905-376419a765b9,USER__117,2024-12-01,Streaming Service,Family Subscription,Hotstar,8065.85,35.26,31.66,891,Debit Card,Successful,MERCH_0782,Android,Rural,97.21332000000001
2878,dbccd534-d60e-4d80-a125-f96b4e7c4a9a,USER__178,2024-11-01,Mobile Recharge,Data Pack 50GB,BSNL,6534.31,1.32,89.53,810,Bank Transfer,Successful,MERCH_0426,Web,Urban,78.42756
2879,a16a227e-08c5-4ee0-969a-d0da599c85e2,USER__153,2024-09-23,Food Delivery,Chilli Paneer,Uber Eats,8551.56,43.46,87.01,20,Credit Card,Successful,MERCH_0886,Android,Suburban,103.14023999999999
2881,192d9e10-34f4-48c1-903f-28ba629b7204,USER__031,2024-11-22,Water Bill,Commercial Property,Mumbai Water,3572.16,49.13,32.66,662,Bank Transfer,Successful,MERCH_0936,Android,Urban,43.45548
2882,7103ad68-f1f4-40ea-b47e-e305d05e63b7,USER__071,2024-11-18,Insurance Premium,Motor Insurance,LIC,8402.19,2.05,34.23,215,UPI,Successful,MERCH_0074,iOS,Suburban,100.85088
2883,d32e6844-246d-481c-8faf-f07ec34b4075,USER__052,2024-11-11,Taxi Fare,Airport Transfer,Meru,7836.39,40.81,91.24,935,Credit Card,Successful,MERCH_0597,iOS,Urban,94.52640000000001
2884,ecf619c7-c8d0-4bf1-867c-c22b59a6a577,USER__014,2025-01-03,Water Bill,Tanker Supply,Mumbai Water,761.73,38.34,2.24,80,Debit Card,Successful,MERCH_0290,iOS,Urban,9.600840000000002
2885,13f23e80-8842-4a4d-a701-2cc9a96eff0b,USER__109,2024-10-31,Rent Payment,Co-working Space,Housing.com,2101.19,20.66,73.83,561,Debit Card,Successful,MERCH_0962,iOS,Urban,25.4622
2886,6884df9c-2c20-460b-a5c4-2f5b68c02ece,USER__129,2024-09-21,Education Fee,MBA Entrance Prep,Unacademy,9362.55,38.23,82.51,63,UPI,Successful,MERCH_0437,Android,Urban,112.80935999999998
2887,a0e5550b-dce5-49f2-9870-d7c405ca60bd,USER__159,2024-11-27,Internet Bill,Student Special Plan,Hathway,3174.88,31.51,59.39,971,Debit Card,Successful,MERCH_0231,Android,Rural,38.47668
2888,b077d871-92a8-497a-a462-adea3a757faf,USER__013,2024-09-13,Movie Ticket,PK,PVR Cinemas,5053.73,14.48,13.47,935,Bank Transfer,Successful,MERCH_0840,iOS,Urban,60.81851999999999
2889,d0275c97-a894-44d1-a21e-12ee6e6f3a9a,USER__165,2024-12-29,Internet Bill,Student Special Plan,Hathway,6381.43,20.5,7.74,107,Wallet Balance,Successful,MERCH_0697,Android,Suburban,76.82316
2890,01a63fc9-9bb1-4076-ae6b-819575ebfff2,USER__108,2024-11-17,Rent Payment,Co-working Space,Housing.com,9202.72,43.23,23.92,692,Wallet Balance,Successful,MERCH_0018,Android,Urban,110.95139999999999
2891,92afb167-748b-4289-80f0-bcc770fbdc10,USER__149,2024-11-11,Insurance Premium,Home Insurance,LIC,7766.89,21.52,88.52,262,Wallet Balance,Successful,MERCH_0235,Android,Urban,93.46092000000002
2892,159d07a9-3bec-4ec5-96ed-b59a9298cf5a,USER__099,2024-12-28,Rent Payment,2BHK Flat Deposit,NoBroker,8725.6,2.67,47.94,995,Wallet Balance,Successful,MERCH_0579,Android,Urban,104.73924000000001
2893,a141c467-8f92-4d15-9255-bb31d34dc34e,USER__001,2024-12-04,Movie Ticket,3 Idiots,Carnival Cinemas,559.27,3.98,60.86,855,Debit Card,Successful,MERCH_0854,Android,Urban,6.759
2894,dd1fedc1-277f-479f-842f-4a363472d30a,USER__043,2024-09-03,Electricity Bill,Agricultural Bill,Tata Power,3492.19,5.43,99.04,939,Debit Card,Successful,MERCH_0849,Android,Urban,41.97144
2895,4971172d-0dea-4490-af72-8926cd585890,USER__091,2024-09-11,Movie Ticket,3 Idiots,SPI Cinemas,3990.89,37.9,92.35,265,Bank Transfer,Successful,MERCH_0265,Android,Rural,48.34548
2896,77e689c0-c2ee-473a-a7b5-1596d35d887a,USER__114,2024-09-26,Online Shopping,Wireless Earbuds,Amazon,8543.7,41.05,40.94,142,Bank Transfer,Successful,MERCH_0186,Android,Urban,103.017
2897,b0a24513-4e0c-439f-b0e1-20dc953f6fd0,USER__091,2024-12-31,Rent Payment,1BHK Apartment Rent,NoBroker,3361.79,9.88,42.19,212,Bank Transfer,Successful,MERCH_0590,Web,Urban,40.46004
2898,574c4427-963a-4782-a5c2-a2d62a2e3216,USER__005,2024-12-16,Flight Booking,Delhi to Mumbai,MakeMyTrip,9033.07,42.1,79.92,986,Debit Card,Successful,MERCH_0954,Android,Urban,108.90204
2899,f7660294-5573-4daf-b3bb-d6463e91056d,USER__130,2024-12-11,Food Delivery,Pizza Margherita,Uber Eats,3488.51,9.04,12.44,59,UPI,Successful,MERCH_0208,iOS,Suburban,41.970600000000005
2900,cedad35b-14e5-4306-b845-b0e4a78b40a0,USER__102,2024-10-08,Streaming Service,Standard Plan,Hotstar,5531.99,32.76,94.47,848,UPI,Successful,MERCH_0169,Android,Rural,66.777
2901,c70b506e-abdb-4b6b-9bfa-46893ea9231c,USER__192,2024-09-13,Water Bill,Borewell Charges,Bangalore Water Supply,1454.81,19.43,62.54,217,Debit Card,Successful,MERCH_0473,iOS,Urban,17.69088
2902,6ec253ba-9aff-4f6f-b7f4-656ff4897e59,USER__088,2024-10-09,Internet Bill,Business Internet Plan,BSNL Broadband,8108.61,32.98,67.09,624,Debit Card,Successful,MERCH_0250,iOS,Urban,97.69908
2903,8a2f6b59-ac83-467e-a21c-8c31634c07eb,USER__164,2025-01-04,Education Fee,Digital Marketing Certification,BYJU'S,9562.1,49.94,74.17,651,Bank Transfer,Successful,MERCH_0715,Android,Urban,115.34448000000002
2904,bdb308af-798a-4603-ad51-88e0977956de,USER__127,2024-11-19,Electricity Bill,Agricultural Bill,MSEDCL,8182.94,32.93,24.07,244,Bank Transfer,Successful,MERCH_0081,Android,Urban,98.59043999999999
2905,c0cc2469-8ef6-4964-bd5b-f7a3484e8aea,USER__023,2024-11-07,Food Delivery,Vegetable Biryani,Zomato,6087.22,2.96,75.48,656,UPI,Successful,MERCH_0807,Android,Urban,73.08216
